NDVI,NDRE,Label
0.85027266,0.6429672,0
0.85588753,0.6401154,0
0.81023645,0.5865687,0
0.8245839,0.56679493,0
0.7719512,0.53350925,0
0.7679181,0.49107656,0
0.77837473,0.5166094,0
0.80547464,0.57200813,0
0.70998794,0.51816237,0
0.5975039,0.38847458,0
0.5873786,0.29719007,0
0.41442716,0.30590925,0
0.30182233,0.21208908,1
0.2669076,0.24568528,1
0.25588697,0.18110237,1
0.25865802,0.16591479,1
0.27263683,0.18207024,1
0.31321838,0.21542554,1
0.37318435,0.26537967,1
0.3879047,0.22844012,1
0.41574416,0.25074708,0
0.48952958,0.28045917,0
0.40967545,0.2534713,0
0.35204393,0.2355729,1
0.3321492,0.24619219,1
0.39987752,0.2536331,1
0.43536586,0.27243245,0
0.4018809,0.24846454,0
0.43685567,0.27174222,0
0.45822453,0.27257192,0
0.5031015,0.32986712,0
0.5387783,0.3180482,0
0.57721347,0.35415438,0
0.6233244,0.3769187,0
0.61838526,0.42492014,0
0.61241543,0.3045718,0
0.5625437,0.367166,0
0.59242326,0.40397352,0
0.69318616,0.37879726,0
0.698714,0.46927965,0
0.55201817,0.40251735,0
0.54888177,0.35154724,0
0.5601023,0.4027019,0
0.5705263,0.36588344,0
0.5892054,0.3860739,0
0.5402205,0.33522123,0
0.5418237,0.29044464,0
0.42838874,0.3301578,0
0.33245382,0.2660608,1
0.34822804,0.19821979,1
0.5269393,0.23447637,0
0.44547564,0.3358349,0
0.3368092,0.24164648,1
0.30952382,0.23535156,1
0.26647565,0.16931216,1
0.29245862,0.14627515,1
0.28963587,0.2373018,1
0.28957975,0.22437824,1
0.36984578,0.18421769,1
0.42425177,0.21250328,0
0.4724812,0.28066963,0
0.44827586,0.27840462,0
0.38632378,0.21703437,1
0.26355612,0.13541077,1
0.23694779,0.12350182,1
0.23207228,0.12939958,1
0.2472996,0.138262,1
0.21432507,0.14049159,1
0.20023419,0.14269789,1
0.21679197,0.11609195,1
0.2390615,0.18352513,1
0.27117437,0.1397575,1
0.33522728,0.20397054,1
0.30970943,0.19572954,1
0.27717784,0.21133493,1
0.28611222,0.16636594,1
0.27286702,0.1782284,1
0.2588147,0.18460995,1
0.26981708,0.12339852,1
0.28593272,0.12810194,1
0.2691884,0.11519845,1
0.25987843,0.09475074,1
0.28718582,0.15660866,1
0.28168485,0.19873373,1
0.29453513,0.19528179,1
0.2753825,0.19790986,1
0.26544943,0.21715637,1
0.2900369,0.20261438,1
0.3123123,0.20510168,1
0.33138686,0.2253947,1
0.3460016,0.18508191,1
0.38316402,0.23967479,1
0.38429752,0.22299969,1
0.37868482,0.17639472,1
0.3614089,0.19049214,1
0.367761,0.21057786,1
0.34650207,0.18293564,1
0.3297953,0.21636616,1
0.3152338,0.24039829,1
0.3132137,0.20238984,1
0.3881044,0.20639643,1
0.34707904,0.24620275,1
0.32873034,0.2210081,1
0.33529413,0.2434098,1
0.37632778,0.20973659,1
0.378389,0.19360326,1
0.36456558,0.2076894,1
0.34919125,0.14864318,1
0.2943327,0.18147685,1
0.3117409,0.24567474,1
0.3258427,0.23776224,1
0.29848486,0.22253923,1
0.2620494,0.18524154,1
0.27878532,0.17201391,1
0.3107639,0.16153847,1
0.28347406,0.18838422,1
0.25036603,0.13187541,1
0.2222987,0.15100454,1
0.22237381,0.13850063,1
0.22871217,0.12572534,1
0.2177713,0.12630515,1
0.20972222,0.14642975,1
0.19402985,0.11990262,1
0.22309712,0.12628399,1
0.2214854,0.12764004,1
0.21464646,0.1489997,1
0.23533379,0.1511153,1
0.23836793,0.12301201,1
0.22684172,0.1307563,1
0.24802528,0.09989558,1
0.22392415,0.1257967,1
0.20176731,0.1120954,1
0.2200282,0.12447189,1
0.20971005,0.14231136,1
0.20933165,0.13323486,1
0.1977542,0.13374668,1
